state,level,office_or_chamber,party,official_url,press_listing_url,roster_url,detail_url_pattern,cms_family,requires_js,pagination,feed_rss,feed_wp_json,post_frequency_estimate,scraping_strategy,attribution_strategy,classification,confidence,weird_risks,_origin_file
AK,legislature,senate,,https://akleg.gov/,https://akleg.gov/capitolupdates/index.php,https://akleg.gov/legis.php,,custom_php,False,single_page_chronological,,,low (institutional only),httpx_html,single_chamber_source,caucus_source,0.4,"['Capitol Updates is institutional event log, not press releases per se', 'No per-senator press infrastructure on akleg.gov', 'Senate Majority/Minority caucus sites likely separate (need recon)']",legislatures_west.json
AL,legislature,house,,https://www.legislature.state.al.us/aliswww/default.aspx,https://alhousegop.org/news-and-updates/,https://alhousegop.org/representatives/,https://alhousegop.org/updates/{slug}/,wordpress,False,querystring,https://alhousegop.org/feed/,https://alhousegop.org/wp-json/wp/v2/posts,low,wp_json,caucus_source,caucus_source,0.7,"['Republican-only caucus source — 29 House Democrats not represented', 'alabamahousedems.com WordPress exists but homepage shows no dedicated press section; member attribution unclear']",legislatures_south.json
AL,legislature,senate,,https://www.legislature.state.al.us/aliswww/default.aspx,,https://www.legislature.state.al.us/aliswww/ISD/ALSenators.aspx,,custom-aspnet,unknown,unknown,,,none,playwright,ambiguous,do_not_claim_member_coverage,0.55,"['Official AL Legislature site repeatedly TLS-cert-failed and timed out during recon', 'No state senate press listing surfaces in search; state senate publishes virtually nothing on legislature.state.al.us', 'No discoverable AL Senate caucus site (alsenategop unreachable / not registered as web)']",legislatures_south.json
AR,legislature,house,,https://www.arkansashouse.org/,https://www.arkansashouse.org/news,https://www.arkansashouse.org/representatives/members,https://www.arkansashouse.org/news/post/{id}/{slug},proprietary,False,querystring,,,daily-during-session,httpx_html,single_chamber_source,chamber_only,0.85,"[""Content is mostly 'Daily Summaries' of session activity, not member-attributed press releases"", '/news/tagged/14/news-release narrows to actual press releases but still chamber-attributed', 'wp-json 404 — not WordPress despite Wordpress-like surface; custom CMS']",legislatures_south.json
AR,legislature,senate,,https://senate.arkansas.gov/,https://senate.arkansas.gov/senate-news/,https://senate.arkansas.gov/senators/,https://senate.arkansas.gov/senate-news/posts/{year}/{month}/{slug}/,wordpress,False,querystring,https://senate.arkansas.gov/feed/,https://senate.arkansas.gov/wp-json/wp/v2/posts,weekly,wp_json,title_prefix,ready_first_wave,0.9,"[""Member attribution is in title text (e.g. 'media release from senator king…'), not a structured author field — needs NER/regex"", ""Senator profile pages don't appear to surface a per-senator press archive — chamber-wide listing only""]",legislatures_south.json
AZ,legislature,house,,https://www.azleg.gov/,https://www.azhousegop.com/press-releases,https://www.azleg.gov/MemberRoster/?body=H,https://www.azleg.gov/press/house/{LEG}/{SESSION}/{filename}.pdf,asp_dotnet_pdf_archive + wordpress(caucus),False,chronological,,,moderate during session,httpx_html,title_prefix,needs_profile,0.65,"['PDF-only releases on azleg.gov — text extraction required', 'Caucus sites (azhousegop.com active; azhousedems.com ECONNREFUSED) carry summaries but may duplicate', 'Filename naming inconsistent — sometimes member name, sometimes generic']",legislatures_west.json
AZ,legislature,senate,,https://www.azleg.gov/,https://www.azleg.gov/press-releases/,https://www.azleg.gov/MemberRoster/?body=S,https://www.azleg.gov/press/senate/{LEG}/{SESSION}/{filename}.pdf,asp_dotnet_pdf_archive,False,by_legislature_session,,,low for Senate (sample showed 'No Press Releases' for both Senate caucuses),httpx_html,title_prefix,needs_profile,0.55,"['All releases are PDFs — must extract text via pdfminer/pypdf', ""Member attribution embedded in filename (e.g., 'NguyenPHX1487.pdf')"", 'azleg.gov press page showed empty Senate caucus sections at probe time', 'Caucus sites azsenategop.com / azsenatedems.com ECONNREFUSED — primary content may live there', 'Pre-session quiet period possible']",legislatures_west.json
CA,legislature,assembly,,https://www.assembly.ca.gov/,https://www.assembly.ca.gov/speakers-press-office,https://www.assembly.ca.gov/assemblymembers,https://a{NN}.asmdc.org/news/{slug} (probable),"wordpress (asmdc) + custom (asmrc, assembly.ca.gov)",False,wp_paginated_for_dems,https://a{NN}.asmdc.org/feed/ (probable),https://a{NN}.asmdc.org/wp-json/wp/v2/posts (probable),high (80 members),wp_json (Dems) | httpx_html (Reps),direct_member_page,needs_profile,0.7,"['Two completely different caucus platforms — Dems (asmdc.org WordPress) vs Reps (asmrc.org)', 'assembly.ca.gov/assemblymembers/{NN} is custom theme without press section — must follow link to caucus site', 'asmdc.org TLS handshake issue at probe — may need a custom CA bundle or skip cert verify', '80 members → 80 seeds; party flip means subdomain change', 'Need separate recon pass on asmrc.org structure']",legislatures_west.json
CA,legislature,senate,,https://www.senate.ca.gov/,https://www.senate.ca.gov/media-archive,https://www.senate.ca.gov/senators,https://sd{NN}.senate.ca.gov/news/{slug},"ca_senate_custom (Drupal-like, not WordPress)",False,list_with_load_more_or_paged,,,high (40 senators each posting weekly+),httpx_html,direct_member_page,ready_first_wave,0.85,"['Subdomain prefix encodes party (sd=Dem, sr=Rep) — flips when seats change party', 'wp-json endpoint returned 404 — NOT WordPress despite blog-shaped URLs', '40 subdomains to enumerate; one seed entry per district', ""Need to verify each subdomain's news section structure (selectors may vary)""]",legislatures_west.json
CO,legislature,house,,https://leg.colorado.gov/agencies/house-of-representatives,,https://leg.colorado.gov/legislators,,drupal + caucus_unknown,False,,,,unknown,httpx_html,caucus_source,caucus_source,0.25,"['Both caucus sites failed: coloradohousedems.com ECONNREFUSED; coloradohousegop.com 301-redirected to a payday-loan domain (squatted)', 'House GOP press infrastructure may have moved; need a fresh sleuthing pass', 'leg.colorado.gov per-legislator pages have no press section']",legislatures_west.json
CO,legislature,senate,,https://leg.colorado.gov/agencies/senate,,https://leg.colorado.gov/legislators,,drupal (leg.colorado.gov) + caucus_unknown,False,,,,unknown,httpx_html,caucus_source,caucus_source,0.25,"['leg.colorado.gov has no press release section on senate or per-legislator pages', 'Both major caucus sites probed (coloradosenatedems.com, senategop.co) ECONNREFUSED / TLS error', 'Press releases almost certainly only available via caucus websites — must locate live URLs', 'Per-legislator URL exists (/legislators/{first}-{last}) but lacks news content']",legislatures_west.json
CT,legislature,house,,https://www.cga.ct.gov/,https://www.housedems.ct.gov/press,https://www.housedems.ct.gov/find,https://www.housedems.ct.gov/{slug},drupal,unknown,querystring,,,weekly,httpx_html,title_prefix,caucus_source,0.65,Drupal /node/ URLs; no per-member press page enumeration confirmed; member coverage feasible only via title-prefix,legislatures_northeast.json
CT,legislature,senate,,https://www.cga.ct.gov/,https://www.senatedems.ct.gov/press-room,https://www.senatedems.ct.gov/senators,https://www.senatedems.ct.gov/{slug},wordpress,False,querystring,https://www.senatedems.ct.gov/feed/,https://www.senatedems.ct.gov/wp-json/wp/v2/posts,daily,wp_json,title_prefix,caucus_source,0.9,"Member coverage requires title-prefix parsing of senator name; only Dem caucus, GOP on separate site",legislatures_northeast.json
DE,legislature,house,,https://legis.delaware.gov/Chambers/House,https://housedems.delaware.gov/category/press-releases/,https://legis.delaware.gov/Chambers/House/AssemblyMembers,https://housedems.delaware.gov/{YYYY}/{MM}/{DD}/{slug}/ | https://housegop.delaware.gov/{YYYY}/{MM}/{DD}/{slug}/,wordpress,False,wp_paginated,https://housedems.delaware.gov/feed/,https://housedems.delaware.gov/wp-json/wp/v2/posts,moderate,wp_json,caucus_source,ready_first_wave,0.85,"['Two caucus sites symmetric to Senate — same attribution caveat', 'Per-rep attribution requires NLP from body / title parsing']",legislatures_west.json
DE,legislature,senate,,https://legis.delaware.gov/Chambers/Senate,https://senatedems.delaware.gov/category/news-releases/,https://legis.delaware.gov/Chambers/Senate/AssemblyMembers,https://senatedems.delaware.gov/{YYYY}/{MM}/{DD}/{slug}/ | https://senategop.delaware.gov/{YYYY}/{MM}/{DD}/{slug}/,wordpress,False,wp_paginated,https://senatedems.delaware.gov/feed/,https://senatedems.delaware.gov/wp-json/wp/v2/posts,moderate (a few per week per caucus),wp_json,caucus_source,ready_first_wave,0.85,"['Two caucus sites — must dedup against legis.delaware.gov if it ever publishes', 'Releases attributed to senators in body text but not as WP authors (caucus admin)', 'Confirmed WordPress with /wp-content/ paths — wp-json should expose posts']",legislatures_west.json
FL,legislature,house,,https://www.flhouse.gov/,https://www.flhouse.gov/Sections/HouseNews/pressreleases.aspx,https://www.flhouse.gov/Representatives/representatives.aspx,https://www.flhouse.gov/api/document/house?listName=Press Releases&itemId={id},custom-aspnet,partial,querystring,,,low-to-medium,httpx_html,single_chamber_source,chamber_only,0.65,"[""Speaker's-Office-only press releases — not per-member"", 'Two parallel archives: Speaker (/Sections/HouseNews/pressreleases.aspx) and Minority (/Sections/LeadershipOffices/HouseMinority/MinorityArchives.aspx)', 'Document delivery via API endpoint /api/document/house — needs handling for binary returns', 'myfloridahouse.gov 302->flhouse.gov; some legacy paths 404']",legislatures_south.json
FL,legislature,senate,,https://www.flsenate.gov/,https://www.flsenate.gov/Media/PressReleases,https://www.flsenate.gov/Senators,https://www.flsenate.gov/Media/PressReleases/Show/{id},custom-aspnet,False,querystring,https://www.flsenate.gov/Tracker/RSS,,medium,httpx_html,author_column,ready_first_wave,0.8,"[""PressReleases listing intermittently 404'd in recon — verify endpoint directly with curl before committing"", 'Many releases are PDFs under /PublishedContent/Senators/{cycle}/{district}/Documents/ — needs PDF extraction pipeline', 'RSS feed scope is calendars/video, not press releases (Tracker/RSS)']",legislatures_south.json
GA,legislature,house,,https://www.legis.ga.gov/house,https://www.legis.ga.gov/house/press-releases,https://www.legis.ga.gov/house/representatives,unknown (JS-rendered),proprietary,True,infinite-scroll,,,medium,playwright,ambiguous,needs_profile,0.4,"['Same JS-app shell as GA Senate — same Playwright requirement', 'House Budget Office publishes via /api/document/docs/default-source/... PDFs — separate stream from press']",legislatures_south.json
GA,legislature,senate,,https://www.legis.ga.gov/senate,https://www.legis.ga.gov/senate/press-releases,https://www.legis.ga.gov/senate/senators,"unknown (JS-rendered, content not in raw HTML)",proprietary,True,infinite-scroll,,,medium,playwright,ambiguous,needs_profile,0.45,"[""Entire legis.ga.gov shell is a JS app — raw HTML returns 'Loading… This might take a few seconds.'"", '/api/document/* endpoints exist (e.g. doc PDFs) but undocumented', '/api/press-releases returns 401 without auth — likely internal-only']",legislatures_south.json
HI,legislature,house,,https://www.capitol.hawaii.gov/chamber/house.aspx,,https://www.capitol.hawaii.gov/members.aspx,,unknown,False,,,,unknown,httpx_html,caucus_source,needs_profile,0.2,"['capitol.hawaii.gov 403-blocks scrapers', 'Hawaii House Majority/Minority caucus URLs not yet identified at probe time', 'Likely follows same pattern as Senate (separate caucus WP sites) — needs recon']",legislatures_west.json
HI,legislature,senate,,https://www.capitol.hawaii.gov/chamber/senate.aspx,https://hawaiisenatemajority.com/press-releases/,https://www.capitol.hawaii.gov/members.aspx,https://hawaiisenatemajority.com/press-release/{slug},wordpress,False,wp_paginated (page/{N}),https://hawaiisenatemajority.com/feed/,https://hawaiisenatemajority.com/wp-json/wp/v2/posts,moderate during session,wp_json,caucus_source,ready_first_wave,0.7,"['capitol.hawaii.gov returns 403 to non-browser User-Agents (Akamai-style block) — must use Wayback or browser UA', 'Senate Minority caucus (~6 Republicans) needs separate URL recon', 'Attribution to specific senator only inside release body; titles sometimes have name prefix']",legislatures_west.json
IA,legislature,house,,https://www.legis.iowa.gov/,https://www.iowahouserepublicans.com/category/news/,https://www.legis.iowa.gov/legislators/house,https://www.iowahouserepublicans.com/{slug}/,nationbuilder,False,26 pages on /news; NationBuilder paginated query params,,,"low (~weekly during session, monthly otherwise)",httpx + BS4 listing. NationBuilder doesn't expose /feed/ — confirmed 404. iowahousedems.com is a 'launching soon' splash page (no content). Iowa House effectively has Republican-only chamber-level press. House Democrats have NO public press infrastructure as of 2026-05-01.,caucus_aggregate,do_not_claim_member_coverage,0.35,"['iowahousedems.com is pre-launch — no content, no press releases at all', 'Caucus content is leadership-issued, not per-member', 'NationBuilder CMS is non-standard — pagination via NationBuilder /admin paths']",legislatures_midwest.json
IA,legislature,senate,,https://www.legis.iowa.gov/,https://www.iowasenaterepublicans.com/category/blog/,https://www.legis.iowa.gov/legislators/senate,https://www.iowasenaterepublicans.com/{slug}/,wordpress,False,WP default,https://www.iowasenaterepublicans.com/feed/,https://www.iowasenaterepublicans.com/wp-json/wp/v2/posts (presumed; not yet confirmed),"low (last activity Jan 2023 visible on category/blog/, RSS shows Jan 2026 opening day)",Existing rss_collector. iowasenatedemocrats.com had TLS cert error (ALTNAME_INVALID) — D coverage blocked or needs cert override. Iowa officials .legis.iowa.gov roster has no per-senator press subpages. Iowa Senate effectively has CHAMBER-LEVEL press only.,"caucus_aggregate (mostly leadership-issued, not per-member)",do_not_claim_member_coverage,0.4,"['iowasenatedemocrats.com TLS cert ALTNAME mismatch — cannot fetch without override', 'iowasenaterepublicans.com category/blog/ shows posts last from Jan 2023 — site may be stale or feed-only updates', 'No per-member press infrastructure visible on either caucus site — leadership-issued only', 'Volume genuinely low compared to other midwest states']",legislatures_midwest.json
ID,legislature,house,,https://legislature.idaho.gov/house/,,https://legislature.idaho.gov/sessioninfo/2026/house/,,wordpress (legislature.idaho.gov),False,,,,very_low,httpx_html,caucus_source,do_not_claim_member_coverage,0.3,"['idahohousegop.com ECONNREFUSED at probe', 'House Dems (~14 members) have minimal infrastructure', 'Sparse output overall — set realistic expectations for coverage']",legislatures_west.json
ID,legislature,senate,,https://legislature.idaho.gov/senate/,,https://legislature.idaho.gov/sessioninfo/2026/senate/,,wordpress (legislature.idaho.gov),False,,,,"very_low (citizen legislature, short session)",httpx_html,caucus_source,do_not_claim_member_coverage,0.3,"['Idaho is a part-time citizen legislature — low original output', 'idahosenategop.com had cert verification error at probe', 'Session adjourned April 2, 2026 — interim period drastically reduces volume', 'No central press release page found on legislature.idaho.gov']",legislatures_west.json
IL,legislature,house,,https://www.ilga.gov/house/,https://ilhousedems.com/,https://ilhousedems.com/legislators/,https://ilhousedems.com/{YYYY}/{MM}/{DD}/{slug}/,wordpress,False,WordPress default + /feed/?paged=N,https://ilhousedems.com/feed/,https://ilhousedems.com/wp-json/wp/v2/posts (likely; not yet confirmed),high (multiple per day during session),"Existing rss_collector pattern. RSS feed confirmed working WordPress 6.9.4. Per-member coverage via /category/{lastname}/ category archives. For full backfill, hit /category/{lastname}/feed/ which WP exposes for free.",deterministic_caucus_per_member_via_category,caucus_source,0.85,"['House GOP caucus site (ilhousegop.org) returned 403; coverage of Republican reps not solved via this source', 'Last-name-only category slug breaks for collisions (Smith, Johnson) — verify against roster', 'Press URL is date-based not member-based; member attribution must come from category taxonomy']",legislatures_midwest.json
IL,legislature,senate,,https://www.ilga.gov/senate/,https://www.illinoissenatedemocrats.com/caucus-news/,https://www.ilga.gov/senate/Senators.asp,https://www.illinoissenatedemocrats.com/caucus-news/{district}-senator-{slug}-news/{post_id}-{slug},joomla_k2,False,?start={offset} (8 per page; 784+ pages confirmed),,,high (multiple per day during session),httpx + BS4 against /caucus-news/{senator-slug}-news per-member listings; pagination via ?start=. Senate GOP caucus (senategop.state.il.us / illinoissenategop.com / ilsenategop.org) all unreachable as of 2026-05-01 — IL Senate Republican coverage requires re-recon or per-senator official ilga.gov pages.,deterministic_caucus_per_member,caucus_source,0.7,"['Senate GOP caucus URL unverified — Republican senators NOT covered via this source', 'Joomla K2 component, post IDs are numeric and increment monotonically (good for deterministic pagination)', 'Per-member URL needs district number AND name slug — requires roster alignment before backfill']",legislatures_midwest.json
IN,legislature,house,,https://iga.in.gov/,https://www.indianahousedemocrats.org/news,https://iga.in.gov/legislative/2026/legislators/house,https://www.indianahousedemocrats.org/news/{slug},squarespace,False,/news?offset={timestamp_ms} (Squarespace native),,,high during session,"httpx + BS4. Sitemap at /sitemap.xml lists 500+ news article URLs going back to mid-2025. Slug pattern starts with surname (e.g. 'novak-...', 'giaquinta-...') so per-member attribution is feasible by slug parsing. House GOP (indianahouserepublicans.com) uses old PHP submenu URLs and has NO /feed/ — much harder.",caucus_aggregate (slugs prefix with senator surname — extractable),caucus_source,0.75,"['Squarespace /news?offset= cursor uses millisecond epoch — not standard but stable', 'House GOP uses query-string PHP CMS (?submenu=Press_Releases&src=news&srctype=press_release_lister) — non-trivial', 'Two separate caucus codebases (R = legacy PHP, D = Squarespace)']",legislatures_midwest.json
